136,49,en,A title,A description,http://moreinfo.com,2016-10-04 12:49:59,2016-10-04 12:52:33
205,83,sq,test1,test1,http://testurl.com,2016-11-24 11:04:43,2016-11-24 11:04:43
239,62,en,Key Messages for Hurricanes,These are actions to take to reduce risk and protect you and your household from hurricanes.,http://preparecenter.org/,2016-11-17 15:14:40,2016-12-01 20:40:52
243,84,en,Key Messages for Hailstorms,These are actions to take to reduce risk and protect you and your household from hailstorms.,http://www.preparecenter.org,2016-11-29 14:48:43,2016-11-29 14:52:38
248,99,en,Key Messages for Landslide,These are actions to take to reduce risk and protect you and your household from landslides.,http://preparecenter.org,2017-01-03 17:25:12,2017-01-03 17:25:27
254,100,en,Key Messages for Tsunami and Tidal Surge,These are actions to take to reduce risk and protect you and your household from tsunami and tidal surge.,http://preparecenter.org,2017-01-03 17:55:52,2017-01-06 14:22:46
257,61,en,Key Messages for Floods,These are actions to take to reduce risk and protect you and your household from floods.,http://www.preparecenter.org,2016-11-16 14:05:03,2016-12-01 20:38:12
266,63,en,Key Messages for Wildfires,These are actions to take to reduce risk and protect you and your household from wildfires.,http://preparecenter.org/,2016-11-17 15:27:12,2016-12-01 22:55:07
268,90,en,Key Messages for Volcanic Eruptions,These are actions to take to reduce risk and protect you and your household from volcanic eruptions.,http://www.preparecenter.org,2016-11-29 16:15:13,2017-01-03 17:49:46
274,98,en,Key Messages for Extreme Cold,These are actions to take to reduce risk and protect you and your household from extreme cold.,http://preparecenter.org,2017-01-03 17:06:44,2017-01-24 16:32:21
276,95,en,Typhoon Key Messages,These are actions to take to reduce risk and protect you and your household from typhoons.,http://preparecenter.org,2017-01-03 15:29:16,2017-01-24 16:36:19
278,96,en,Key Messages for Tropical Cyclones,These are actions to take to reduce risk and protect you and your household from tropical cyclones,http://preparecenter.org/,2017-01-03 15:34:48,2017-01-24 16:46:53
280,97,en,Key Messages for Extreme Heat,These are actions to take to reduce risk and protect you and your household from extreme heat.,http://preparecenter.org,2017-01-03 15:51:02,2017-01-03 15:51:19
332,145,en,Key Messages for Drought,These are actions to take to reduce risk and protect you and your household from drought.,,2017-02-16 19:11:26,2017-02-16 19:11:26
333,146,en,Key Messages for Earthquake,These are actions to take to reduce risk and protect you and your household from earthquakes.,,2017-02-16 19:23:35,2017-02-16 19:23:35
334,147,en,Key Messages for Flood,These are actions to take to reduce risk and protect you and your household from floods.,,2017-02-16 19:29:59,2017-02-16 19:29:59
373,150,en,Key Messages for Winter Storm,These are actions to take to reduce risk and protect you and your household from winter storms.,,2017-02-16 21:51:05,2017-02-16 21:51:05
374,150,es,Mensajes clave para tormenta del invierno,Estas son medidas para reducir el riesgo y proteger a su familia y a usted mismo de las tormentas de invierno.,,2017-02-16 21:51:05,2017-02-16 21:51:05
385,156,en,Key Messages for Typhoon,These are actions to take to reduce risk and protect you and your household from typhoons.,,2017-02-16 22:01:42,2017-02-16 22:01:42
